"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]"
"07/09/2021","14:06:42.833","158.28"
"07/09/2021","14:06:49.532","158.6"
"07/09/2021","14:06:56.233","158.93"
"07/09/2021","14:07:02.931","159.27"
"07/09/2021","14:07:09.631","159.59"
"07/09/2021","14:07:16.330","159.93"
"07/09/2021","14:07:23.029","160.25"
"07/09/2021","14:07:29.741","160.57"
"07/09/2021","14:07:36.428","160.91"
"07/09/2021","14:07:43.127","161.22"
"07/09/2021","14:07:49.831","161.54"
"07/09/2021","14:07:56.526","161.88"
"07/09/2021","14:08:03.225","162.19"
"07/09/2021","14:08:09.925","162.53"
"07/09/2021","14:08:16.624","162.84"
"07/09/2021","14:08:23.324","163.16"
"07/09/2021","14:08:30.023","163.5"
"07/09/2021","14:08:36.738","163.81"
"07/09/2021","14:08:43.423","164.14"
"07/09/2021","14:08:50.122","164.46"
"07/09/2021","14:08:56.822","164.77"
"07/09/2021","14:09:03.521","165.11"
"07/09/2021","14:09:10.220","165.42"
"07/09/2021","14:09:16.920","165.75"
"07/09/2021","14:09:23.621","166.06"
"07/09/2021","14:09:30.318","166.37"
"07/09/2021","14:09:37.017","166.71"
"07/09/2021","14:09:43.721","167.02"
"07/09/2021","14:09:50.416","167.35"
"07/09/2021","14:09:57.115","167.66"
"07/09/2021","14:10:03.815","167.98"
"07/09/2021","14:10:10.514","168.31"
"07/09/2021","14:10:17.213","168.62"
"07/09/2021","14:10:23.913","168.95"
"07/09/2021","14:10:30.620","169.26"
"07/09/2021","14:10:37.313","169.57"
"07/09/2021","14:10:44.013","169.9"
"07/09/2021","14:10:50.712","170.21"
"07/09/2021","14:10:57.411","170.52"
"07/09/2021","14:11:04.112","170.85"
"07/09/2021","14:11:10.810","171.15"
"07/09/2021","14:11:17.512","171.49"
"07/09/2021","14:11:24.210","171.79"
"07/09/2021","14:11:30.909","172.09"
"07/09/2021","14:11:37.617","172.41"
"07/09/2021","14:11:44.308","172.72"
"07/09/2021","14:11:51.010","173.04"
"07/09/2021","14:11:57.707","173.34"
"07/09/2021","14:12:04.406","173.64"
"07/09/2021","14:12:11.106","173.97"
"07/09/2021","14:12:17.805","174.27"
"07/09/2021","14:12:24.507","174.59"
"07/09/2021","14:12:31.204","174.89"
"07/09/2021","14:12:37.903","175.19"
"07/09/2021","14:12:44.615","175.52"
"07/09/2021","14:12:51.302","175.81"
"07/09/2021","14:12:58.002","176.14"
"07/09/2021","14:13:04.701","176.44"
"07/09/2021","14:13:11.399","176.73"
"07/09/2021","14:13:18.098","177.06"
"07/09/2021","14:13:24.798","177.36"
"07/09/2021","14:13:31.504","177.68"
"07/09/2021","14:13:38.198","177.97"
"07/09/2021","14:13:44.897","178.27"
"07/09/2021","14:13:51.613","178.59"
"07/09/2021","14:13:58.295","178.89"
"07/09/2021","14:14:04.998","179.19"
"07/09/2021","14:14:11.695","179.51"
"07/09/2021","14:14:18.394","179.81"
"07/09/2021","14:14:25.093","180.13"
"07/09/2021","14:14:31.792","180.42"
"07/09/2021","14:14:38.491","180.72"
"07/09/2021","14:14:45.190","181.04"
"07/09/2021","14:14:51.890","181.33"
"07/09/2021","14:14:58.589","181.65"
"07/09/2021","14:15:05.289","181.95"
"07/09/2021","14:15:11.988","182.24"
"07/09/2021","14:15:18.687","182.56"
"07/09/2021","14:15:25.387","182.85"
"07/09/2021","14:15:32.086","183.15"
"07/09/2021","14:15:38.786","183.47"
"07/09/2021","14:15:45.485","183.76"
"07/09/2021","14:15:52.184","184.08"
"07/09/2021","14:15:58.884","184.37"
"07/09/2021","14:16:05.583","184.66"
"07/09/2021","14:16:12.281","184.97"
"07/09/2021","14:16:18.982","185.26"
"07/09/2021","14:16:25.680","185.58"
"07/09/2021","14:16:32.381","185.86"
"07/09/2021","14:16:39.080","186.15"
"07/09/2021","14:16:45.779","186.46"
"07/09/2021","14:16:52.479","186.75"
"07/09/2021","14:16:59.178","187.06"
"07/09/2021","14:17:05.877","187.35"
"07/09/2021","14:17:12.577","187.64"
"07/09/2021","14:17:19.275","187.95"
"07/09/2021","14:17:25.976","188.23"
"07/09/2021","14:17:32.675","188.54"
"07/09/2021","14:17:39.373","188.83"
"07/09/2021","14:17:46.074","189.12"
"07/09/2021","14:17:52.774","189.43"
"07/09/2021","14:17:59.473","189.71"
"07/09/2021","14:18:06.172","190.02"
"07/09/2021","14:18:12.871","190.31"
"07/09/2021","14:18:19.571","190.59"
"07/09/2021","14:18:26.270","190.9"
"07/09/2021","14:18:32.969","191.19"
"07/09/2021","14:18:39.669","191.47"
"07/09/2021","14:18:46.368","191.78"
"07/09/2021","14:18:53.069","192.06"
"07/09/2021","14:18:59.767","192.37"
"07/09/2021","14:19:06.466","192.66"
"07/09/2021","14:19:13.166","192.94"
"07/09/2021","14:19:19.865","193.25"
"07/09/2021","14:19:26.565","193.53"
"07/09/2021","14:19:33.264","193.84"
"07/09/2021","14:19:39.963","194.12"
"07/09/2021","14:19:46.663","194.41"
"07/09/2021","14:19:53.362","194.71"
"07/09/2021","14:20:00.061","195"
"07/09/2021","14:20:06.761","195.3"
"07/09/2021","14:20:13.459","195.58"
"07/09/2021","14:20:20.160","195.87"
"07/09/2021","14:20:26.860","196.17"
"07/09/2021","14:20:33.558","196.45"
"07/09/2021","14:20:40.258","196.74"
"07/09/2021","14:20:46.957","197.04"
"07/09/2021","14:20:53.657","197.32"
"07/09/2021","14:21:00.356","197.63"
"07/09/2021","14:21:07.055","197.91"
"07/09/2021","14:21:13.755","198.19"
"07/09/2021","14:21:20.454","198.49"
"07/09/2021","14:21:27.153","198.77"
"07/09/2021","14:21:33.859","199.07"
"07/09/2021","14:21:40.553","199.35"
"07/09/2021","14:21:47.252","199.63"
"07/09/2021","14:21:53.951","199.93"
"07/09/2021","14:22:00.650","200.21"
"07/09/2021","14:22:07.350","200.51"
"07/09/2021","14:22:14.049","200.78"
"07/09/2021","14:22:20.748","201.06"
"07/09/2021","14:22:27.448","201.35"
"07/09/2021","14:22:34.147","201.63"
"07/09/2021","14:22:40.851","201.93"
"07/09/2021","14:22:47.546","202.21"
"07/09/2021","14:22:54.245","202.48"
"07/09/2021","14:23:00.945","202.78"
"07/09/2021","14:23:07.644","203.05"
"07/09/2021","14:23:14.344","203.35"
"07/09/2021","14:23:21.043","203.63"
"07/09/2021","14:23:27.741","203.9"
"07/09/2021","14:23:34.442","204.2"
"07/09/2021","14:23:41.140","204.47"
"07/09/2021","14:23:47.840","204.77"
"07/09/2021","14:23:54.540","205.04"
"07/09/2021","14:24:01.240","205.32"
"07/09/2021","14:24:07.939","205.62"
"07/09/2021","14:24:14.638","205.89"
"07/09/2021","14:24:21.338","206.16"
"07/09/2021","14:24:28.038","206.46"
"07/09/2021","14:24:34.742","206.73"
"07/09/2021","14:24:41.436","207.03"
"07/09/2021","14:24:48.135","207.3"
"07/09/2021","14:24:54.835","207.58"
"07/09/2021","14:25:01.534","207.87"
"07/09/2021","14:25:08.233","208.14"
"07/09/2021","14:25:14.932","208.44"
"07/09/2021","14:25:21.632","208.71"
"07/09/2021","14:25:28.331","208.99"
"07/09/2021","14:25:35.032","209.28"
"07/09/2021","14:25:41.746","209.55"
"07/09/2021","14:25:48.430","209.85"
"07/09/2021","14:25:55.130","210.12"
"07/09/2021","14:26:01.829","210.39"
"07/09/2021","14:26:08.529","210.68"
"07/09/2021","14:26:15.228","210.96"
"07/09/2021","14:26:21.927","211.23"
"07/09/2021","14:26:28.627","211.52"
"07/09/2021","14:26:35.326","211.79"
"07/09/2021","14:26:42.025","212.09"
"07/09/2021","14:26:48.741","212.36"
"07/09/2021","14:26:55.427","212.63"
"07/09/2021","14:27:02.124","212.92"
"07/09/2021","14:27:08.822","213.19"
"07/09/2021","14:27:15.522","213.48"
"07/09/2021","14:27:22.221","213.74"
"07/09/2021","14:27:28.921","214.01"
"07/09/2021","14:27:35.621","214.3"
"07/09/2021","14:27:42.319","214.57"
"07/09/2021","14:27:49.018","214.86"
"07/09/2021","14:27:55.728","215.12"
"07/09/2021","14:28:02.417","215.39"
"07/09/2021","14:28:09.116","215.68"
"07/09/2021","14:28:15.816","215.94"
"07/09/2021","14:28:22.517","216.23"
"07/09/2021","14:28:29.215","216.5"
"07/09/2021","14:28:35.914","216.76"
"07/09/2021","14:28:42.620","217.05"
"07/09/2021","14:28:49.313","217.32"
"07/09/2021","14:28:56.013","217.6"
"07/09/2021","14:29:02.711","217.87"
"07/09/2021","14:29:09.411","218.13"
"07/09/2021","14:29:16.110","218.42"
"07/09/2021","14:29:22.810","218.69"
"07/09/2021","14:29:29.510","218.97"
"07/09/2021","14:29:36.208","219.24"
"07/09/2021","14:29:42.908","219.5"
"07/09/2021","14:29:49.620","219.79"
"07/09/2021","14:29:56.307","220.05"
"07/09/2021","14:30:03.011","220.32"
"07/09/2021","14:30:09.705","220.6"
"07/09/2021","14:30:16.405","220.86"
"07/09/2021","14:30:23.104","221.15"
"07/09/2021","14:30:29.803","221.41"
"07/09/2021","14:30:36.504","221.68"
"07/09/2021","14:30:43.202","221.96"
"07/09/2021","14:30:49.902","222.23"
"07/09/2021","14:30:56.614","222.51"
"07/09/2021","14:31:03.300","222.77"
"07/09/2021","14:31:10.000","223.04"
"07/09/2021","14:31:16.699","223.32"
"07/09/2021","14:31:23.400","223.59"
"07/09/2021","14:31:30.099","223.87"
"07/09/2021","14:31:36.798","224.13"
"07/09/2021","14:31:43.498","224.4"
"07/09/2021","14:31:50.198","224.68"
"07/09/2021","14:31:56.897","224.94"
"07/09/2021","14:32:03.614","225.23"
"07/09/2021","14:32:10.296","225.49"
"07/09/2021","14:32:16.996","225.75"
"07/09/2021","14:32:23.695","226.04"
"07/09/2021","14:32:30.394","226.3"
"07/09/2021","14:32:37.094","226.58"
"07/09/2021","14:32:43.793","226.84"
"07/09/2021","14:32:50.493","227.11"
"07/09/2021","14:32:57.192","227.39"
"07/09/2021","14:33:03.891","227.65"
"07/09/2021","14:33:10.596","227.93"
"07/09/2021","14:33:17.291","228.19"
"07/09/2021","14:33:23.990","228.45"
"07/09/2021","14:33:30.690","228.73"
"07/09/2021","14:33:37.389","228.99"
"07/09/2021","14:33:44.089","229.27"
"07/09/2021","14:33:50.788","229.53"
"07/09/2021","14:33:57.487","229.78"
"07/09/2021","14:34:04.187","230.06"
"07/09/2021","14:34:10.887","230.32"
"07/09/2021","14:34:17.586","230.58"
"07/09/2021","14:34:24.287","230.86"
"07/09/2021","14:34:30.986","231.11"
"07/09/2021","14:34:37.686","231.39"
"07/09/2021","14:34:44.385","231.65"
"07/09/2021","14:34:51.083","231.91"
"07/09/2021","14:34:57.784","232.18"
"07/09/2021","14:35:04.483","232.44"
"07/09/2021","14:35:11.182","232.72"
"07/09/2021","14:35:17.881","232.97"
"07/09/2021","14:35:24.580","233.23"
"07/09/2021","14:35:31.280","233.51"
"07/09/2021","14:35:37.979","233.77"
"07/09/2021","14:35:44.678","234.04"
"07/09/2021","14:35:51.378","234.3"
"07/09/2021","14:35:58.078","234.55"
"07/09/2021","14:36:04.777","234.83"
"07/09/2021","14:36:11.476","235.09"
"07/09/2021","14:36:18.175","235.36"
"07/09/2021","14:36:24.875","235.62"
"07/09/2021","14:36:31.575","235.88"
"07/09/2021","14:36:38.274","236.15"
"07/09/2021","14:36:44.974","236.41"
"07/09/2021","14:36:51.675","236.68"
"07/09/2021","14:36:58.371","236.94"
"07/09/2021","14:37:05.071","237.19"
"07/09/2021","14:37:11.770","237.47"
"07/09/2021","14:37:18.470","237.73"
"07/09/2021","14:37:25.168","238"
"07/09/2021","14:37:31.868","238.25"
"07/09/2021","14:37:38.567","238.51"
"07/09/2021","14:37:45.267","238.79"
"07/09/2021","14:37:51.967","239.04"
"07/09/2021","14:37:58.666","239.32"
"07/09/2021","14:38:05.365","239.57"
"07/09/2021","14:38:12.064","239.83"
"07/09/2021","14:38:18.763","240.1"
"07/09/2021","14:38:25.463","240.35"
"07/09/2021","14:38:32.162","240.61"
"07/09/2021","14:38:38.862","240.88"
"07/09/2021","14:38:45.561","241.14"
"07/09/2021","14:38:52.260","241.41"
"07/09/2021","14:38:58.960","241.66"
"07/09/2021","14:39:05.660","241.92"
"07/09/2021","14:39:12.359","242.19"
"07/09/2021","14:39:19.059","242.45"
"07/09/2021","14:39:25.758","242.72"
"07/09/2021","14:39:32.458","242.97"
"07/09/2021","14:39:39.157","243.22"
"07/09/2021","14:39:45.862","243.5"
"07/09/2021","14:39:52.556","243.75"
"07/09/2021","14:39:59.256","244.02"
"07/09/2021","14:40:05.956","244.27"
"07/09/2021","14:40:12.656","244.52"
"07/09/2021","14:40:19.355","244.79"
"07/09/2021","14:40:26.055","245.04"
"07/09/2021","14:40:32.753","245.31"
"07/09/2021","14:40:39.455","245.56"
"07/09/2021","14:40:46.153","245.81"
"07/09/2021","14:40:52.859","246.08"
"07/09/2021","14:40:59.551","246.33"
"07/09/2021","14:41:06.251","246.6"
"07/09/2021","14:41:12.954","246.85"
"07/09/2021","14:41:19.651","247.09"
"07/09/2021","14:41:26.349","247.35"
"07/09/2021","14:41:33.048","247.59"
"07/09/2021","14:41:39.748","247.84"
"07/09/2021","14:41:46.452","248.07"
"07/09/2021","14:41:53.148","248.29"
"07/09/2021","14:41:59.858","248.52"
"07/09/2021","14:42:06.547","248.73"
"07/09/2021","14:42:13.246","248.96"
"07/09/2021","14:42:19.949","249.16"
"07/09/2021","14:42:26.644","249.35"
"07/09/2021","14:42:33.344","249.56"
"07/09/2021","14:42:40.043","249.75"
"07/09/2021","14:42:46.743","249.93"
"07/09/2021","14:42:53.445","250.11"
"07/09/2021","14:43:00.141","250.28"
"07/09/2021","14:43:06.841","250.46"
"07/09/2021","14:43:13.541","250.63"
"07/09/2021","14:43:20.241","250.79"
"07/09/2021","14:43:26.941","250.96"
"07/09/2021","14:43:33.639","251.11"
"07/09/2021","14:43:40.339","251.27"
"07/09/2021","14:43:47.038","251.41"
"07/09/2021","14:43:53.742","251.55"
"07/09/2021","14:44:00.440","251.7"
"07/09/2021","14:44:07.137","251.84"
"07/09/2021","14:44:13.836","251.99"
"07/09/2021","14:44:20.535","252.12"
"07/09/2021","14:44:27.235","252.25"
"07/09/2021","14:44:33.935","252.39"
"07/09/2021","14:44:40.633","252.52"
"07/09/2021","14:44:47.333","252.65"
"07/09/2021","14:44:54.033","252.77"
"07/09/2021","14:45:00.742","252.89"
"07/09/2021","14:45:07.431","253.02"
"07/09/2021","14:45:14.131","253.14"
"07/09/2021","14:45:20.831","253.25"
"07/09/2021","14:45:27.530","253.38"
"07/09/2021","14:45:34.230","253.49"
"07/09/2021","14:45:40.930","253.62"
"07/09/2021","14:45:47.629","253.73"
"07/09/2021","14:45:54.328","253.83"
"07/09/2021","14:46:01.027","253.95"
"07/09/2021","14:46:07.746","254.06"
"07/09/2021","14:46:14.426","254.18"
"07/09/2021","14:46:21.127","254.29"
"07/09/2021","14:46:34.526","254.51"
"07/09/2021","14:46:41.225","254.61"
"07/09/2021","14:46:47.924","254.73"
"07/09/2021","14:46:54.624","254.83"
"07/09/2021","14:47:08.023","255.04"
"07/09/2021","14:47:14.742","255.15"
"07/09/2021","14:47:28.121","255.36"
"07/09/2021","14:47:41.520","255.57"
"07/09/2021","14:47:54.919","255.76"
"07/09/2021","14:48:01.621","255.87"
"07/09/2021","14:48:15.017","256.07"
"07/09/2021","14:48:21.722","256.17"
"07/09/2021","14:48:35.116","256.38"
"07/09/2021","14:48:48.516","256.58"
"07/09/2021","14:48:55.215","256.68"
"07/09/2021","14:49:08.621","256.88"
"07/09/2021","14:49:22.012","257.08"
"07/09/2021","14:49:28.714","257.18"
"07/09/2021","14:49:42.110","257.38"
"07/09/2021","14:49:48.810","257.48"
"07/09/2021","14:50:02.209","257.68"
"07/09/2021","14:50:15.620","257.88"
"07/09/2021","14:50:22.307","257.98"
"07/09/2021","14:50:35.705","258.19"
"07/09/2021","14:50:42.405","258.29"
"07/09/2021","14:50:55.804","258.49"
"07/09/2021","14:51:09.201","258.69"
"07/09/2021","14:51:15.902","258.79"
"07/09/2021","14:51:29.301","258.99"
"07/09/2021","14:51:42.699","259.2"
"07/09/2021","14:51:49.399","259.3"
"07/09/2021","14:52:02.797","259.5"
"07/09/2021","14:52:09.497","259.6"
"07/09/2021","14:52:22.896","259.8"
"07/09/2021","14:52:36.294","260.01"
"07/09/2021","14:52:42.995","260.11"
"07/09/2021","14:52:49.693","260.22"
"07/09/2021","14:53:03.095","260.42"
"07/09/2021","14:53:16.491","260.62"
"07/09/2021","14:53:23.191","260.72"
"07/09/2021","14:53:29.889","260.83"
"07/09/2021","14:53:36.589","260.93"
"07/09/2021","14:53:43.288","261.04"
"07/09/2021","14:53:56.687","261.24"
"07/09/2021","14:54:10.086","261.44"
"07/09/2021","14:54:16.785","261.55"
"07/09/2021","14:54:30.184","261.75"
"07/09/2021","14:54:36.883","261.86"
"07/09/2021","14:54:50.282","262.07"
"07/09/2021","14:54:56.981","262.17"
"07/09/2021","14:55:10.380","262.37"
"07/09/2021","14:55:17.080","262.48"
"07/09/2021","14:55:30.478","262.69"
"07/09/2021","14:55:37.178","262.79"
"07/09/2021","14:55:43.877","262.9"
"07/09/2021","14:55:50.576","263"
"07/09/2021","14:55:57.276","263.1"
"07/09/2021","14:56:10.678","263.31"
"07/09/2021","14:56:17.374","263.42"
"07/09/2021","14:56:30.773","263.62"
"07/09/2021","14:56:37.472","263.73"
"07/09/2021","14:56:50.871","263.94"
"07/09/2021","14:56:57.570","264.04"
"07/09/2021","14:57:10.969","264.25"
"07/09/2021","14:57:17.667","264.36"
"07/09/2021","14:57:24.367","264.47"
"07/09/2021","14:57:37.767","264.68"
"07/09/2021","14:57:44.466","264.79"
"07/09/2021","14:57:57.864","264.99"
"07/09/2021","14:58:04.563","265.1"
"07/09/2021","14:58:17.962","265.32"
"07/09/2021","14:58:24.661","265.42"
"07/09/2021","14:58:31.361","265.53"
"07/09/2021","14:58:38.060","265.64"
"07/09/2021","14:58:44.759","265.74"
"07/09/2021","14:58:51.459","265.85"
"07/09/2021","14:58:58.158","265.96"
"07/09/2021","14:59:04.859","266.06"
"07/09/2021","14:59:11.557","266.17"
"07/09/2021","14:59:18.257","266.28"
"07/09/2021","14:59:24.958","266.39"
"07/09/2021","14:59:31.656","266.49"
"07/09/2021","14:59:38.354","266.6"
"07/09/2021","14:59:45.054","266.71"
"07/09/2021","14:59:51.753","266.82"
"07/09/2021","14:59:58.454","266.92"
"07/09/2021","15:00:05.152","267.03"
"07/09/2021","15:00:11.856","267.14"
"07/09/2021","15:00:18.551","267.25"
"07/09/2021","15:00:25.250","267.36"
"07/09/2021","15:00:38.649","267.58"
"07/09/2021","15:00:45.348","267.68"
"07/09/2021","15:00:52.048","267.79"
"07/09/2021","15:00:58.747","267.9"
"07/09/2021","15:01:05.448","268"
"07/09/2021","15:01:12.146","268.11"
"07/09/2021","15:01:18.848","268.22"
"07/09/2021","15:01:25.545","268.34"
"07/09/2021","15:01:32.244","268.44"
"07/09/2021","15:01:38.944","268.55"
"07/09/2021","15:01:45.644","268.66"
"07/09/2021","15:01:52.343","268.77"
"07/09/2021","15:01:59.043","268.87"
"07/09/2021","15:02:05.741","268.99"
"07/09/2021","15:02:19.140","269.21"
"07/09/2021","15:02:25.840","269.32"
"07/09/2021","15:02:32.539","269.42"
"07/09/2021","15:02:39.238","269.54"
"07/09/2021","15:02:52.637","269.76"
"07/09/2021","15:02:59.336","269.86"
"07/09/2021","15:03:06.035","269.97"
"07/09/2021","15:03:12.743","270.08"
"07/09/2021","15:03:19.434","270.19"
"07/09/2021","15:03:26.134","270.3"
"07/09/2021","15:03:32.834","270.41"
"07/09/2021","15:03:39.533","270.52"
"07/09/2021","15:03:46.233","270.64"
"07/09/2021","15:03:52.932","270.74"
"07/09/2021","15:03:59.631","270.85"
"07/09/2021","15:04:06.331","270.96"
"07/09/2021","15:04:13.030","271.07"
"07/09/2021","15:04:19.743","271.19"
"07/09/2021","15:04:26.429","271.29"
"07/09/2021","15:04:33.128","271.4"
"07/09/2021","15:04:39.828","271.52"
"07/09/2021","15:04:46.527","271.62"
"07/09/2021","15:04:53.226","271.74"
"07/09/2021","15:05:06.624","271.95"
"07/09/2021","15:05:13.325","272.07"
"07/09/2021","15:05:20.024","272.18"
"07/09/2021","15:05:26.740","272.29"
"07/09/2021","15:05:33.424","272.4"
"07/09/2021","15:05:40.122","272.51"
"07/09/2021","15:05:46.823","272.63"
"07/09/2021","15:05:53.521","272.73"
"07/09/2021","15:06:00.221","272.85"
"07/09/2021","15:06:13.621","273.06"
"07/09/2021","15:06:20.318","273.18"
"07/09/2021","15:06:27.020","273.29"
"07/09/2021","15:06:33.728","273.4"
"07/09/2021","15:06:40.419","273.51"
"07/09/2021","15:06:47.118","273.62"
"07/09/2021","15:06:53.817","273.74"
"07/09/2021","15:07:07.216","273.95"
"07/09/2021","15:07:13.916","274.07"
"07/09/2021","15:07:20.620","274.18"
"07/09/2021","15:07:27.315","274.3"
"07/09/2021","15:07:34.015","274.41"
"07/09/2021","15:07:47.413","274.63"
"07/09/2021","15:07:54.113","274.74"
"07/09/2021","15:08:07.512","274.96"
"07/09/2021","15:08:14.211","275.07"
"07/09/2021","15:08:20.910","275.19"
"07/09/2021","15:08:27.617","275.3"
"07/09/2021","15:08:34.309","275.41"
"07/09/2021","15:08:41.009","275.52"
"07/09/2021","15:08:47.707","275.63"
"07/09/2021","15:08:54.406","275.75"
"07/09/2021","15:09:01.107","275.86"
"07/09/2021","15:09:14.508","276.08"
"07/09/2021","15:09:21.204","276.19"
"07/09/2021","15:09:27.904","276.31"
"07/09/2021","15:09:34.613","276.42"
"07/09/2021","15:09:41.303","276.53"
"07/09/2021","15:09:48.001","276.65"
"07/09/2021","15:09:54.701","276.76"
"07/09/2021","15:10:01.400","276.87"
"07/09/2021","15:10:08.100","276.98"
"07/09/2021","15:10:14.799","277.09"
"07/09/2021","15:10:21.499","277.21"
"07/09/2021","15:10:28.199","277.32"
"07/09/2021","15:10:34.898","277.43"
"07/09/2021","15:10:41.601","277.55"
"07/09/2021","15:10:54.996","277.77"
"07/09/2021","15:11:01.696","277.88"
