"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]","3663 (1063996) [Titan Krios G2]"
"06/26/2021","06:47:58.645","80742.017",""
"06/26/2021","06:51:24.827","2259.761",""
"06/26/2021","06:52:09.583","3638.589",""
"06/26/2021","06:52:42.686","2259.761",""
"06/26/2021","06:53:00.446","3638.589",""
"06/26/2021","06:53:13.283","80742.017",""
"06/26/2021","06:56:46.417","3638.589",""
"06/26/2021","06:57:00.433","80742.017",""
"06/26/2021","06:59:31.460","3638.589",""
"06/26/2021","06:59:44.146","80742.017",""
"06/26/2021","07:02:26.624","2259.761",""
"06/26/2021","07:02:41.839","3638.589",""
"06/26/2021","07:02:58.505","80742.017",""
"06/26/2021","07:06:41.718","3638.589",""
"06/26/2021","07:06:55.918","80742.017",""
"06/26/2021","07:09:53.595","2259.761",""
"06/26/2021","07:10:49.855","3638.589",""
"06/26/2021","07:11:30.428","2259.761",""
"06/26/2021","07:11:41.582","3638.589",""
"06/26/2021","07:11:58.006","80742.017",""
"06/26/2021","07:15:42.492","3638.589",""
"06/26/2021","07:15:56.595","80742.017",""
"06/26/2021","07:18:51.777","3638.589",""
"06/26/2021","07:19:05.524","80742.017",""
"06/26/2021","07:22:29.084","3638.589",""
"06/26/2021","07:22:43.079","80742.017",""
"06/26/2021","07:25:31.296","2259.761",""
"06/26/2021","07:26:16.596","3638.589",""
"06/26/2021","07:26:56.659","2259.761",""
"06/26/2021","07:27:11.557","3638.589",""
"06/26/2021","07:27:24.444","80742.017",""
"06/26/2021","07:30:59.050","3638.589",""
"06/26/2021","07:31:12.977","80742.017",""
"06/26/2021","07:34:35.900","3638.589",""
"06/26/2021","07:35:02.071","80742.017",""
"06/26/2021","07:38:36.497","3638.589",""
"06/26/2021","07:38:50.564","80742.017",""
"06/26/2021","07:42:24.024","2259.761",""
"06/26/2021","07:43:12.634","3638.589",""
"06/26/2021","07:43:52.474","2259.761",""
"06/26/2021","07:44:07.332","3638.589",""
"06/26/2021","07:44:20.077","80742.017",""
"06/26/2021","07:47:32.759","3638.589",""
"06/26/2021","07:47:46.916","80742.017",""
"06/26/2021","07:51:09.867","3638.589",""
"06/26/2021","07:51:23.693","80742.017",""
"06/26/2021","07:53:58.706","3638.589",""
"06/26/2021","07:54:12.830","80742.017",""
"06/26/2021","07:57:47.316","2259.761",""
"06/26/2021","07:58:35.361","3638.589",""
"06/26/2021","07:59:14.888","2259.761",""
"06/26/2021","07:59:29.721","3638.589",""
"06/26/2021","07:59:50.846","80742.017",""
"06/26/2021","08:01:14.617","3638.589",""
"06/26/2021","08:01:27.383","80742.017",""
"06/26/2021","08:04:51.132","2259.761",""
"06/26/2021","08:05:06.873","3638.589",""
"06/26/2021","08:05:24.106","80742.017",""
"06/26/2021","08:08:59.735","3638.589",""
"06/26/2021","08:09:13.461","80742.017",""
"06/26/2021","08:12:47.009","3638.589",""
"06/26/2021","08:13:01.389","80742.017",""
"06/26/2021","08:16:36.401","2259.761",""
"06/26/2021","08:17:28.627","3638.589",""
"06/26/2021","08:18:04.897","2259.761",""
"06/26/2021","08:18:19.097","3638.589",""
"06/26/2021","08:18:32.109","80742.017",""
"06/26/2021","08:22:06.871","3638.589",""
"06/26/2021","08:22:20.913","80742.017",""
"06/26/2021","08:26:04.809","3638.589",""
"06/26/2021","08:26:18.749","80742.017",""
"06/26/2021","08:29:42.963","3638.589",""
"06/26/2021","08:29:57.115","80742.017",""
"06/26/2021","08:33:35.682","2259.761",""
"06/26/2021","08:34:20.555","3638.589",""
"06/26/2021","08:34:56.272","2259.761",""
"06/26/2021","08:35:10.941","3638.589",""
"06/26/2021","08:35:27.303","80742.017",""
"06/26/2021","08:38:01.982","3638.589",""
"06/26/2021","08:38:15.886","80742.017",""
"06/26/2021","08:41:18.460","3638.589",""
"06/26/2021","08:41:32.266","80742.017",""
"06/26/2021","08:45:06.041","3638.589",""
"06/26/2021","08:45:20.475","80742.017",""
"06/26/2021","08:47:06.059","2259.761",""
"06/26/2021","08:47:58.757","3638.589",""
"06/26/2021","08:48:34.597","2259.761",""
"06/26/2021","08:48:45.841","3638.589",""
"06/26/2021","08:49:02.500","80742.017",""
"06/26/2021","08:52:38.091","3638.589",""
"06/26/2021","08:52:52.187","80742.017",""
"06/26/2021","08:56:15.724","3638.589",""
"06/26/2021","08:56:29.766","80742.017",""
"06/26/2021","08:59:52.882","3638.589",""
"06/26/2021","09:00:07.074","80742.017",""
"06/26/2021","09:02:27.664","3638.589",""
"06/26/2021","09:02:38.439","80742.017",""
"06/26/2021","09:04:15.026","2259.761",""
"06/26/2021","09:05:01.837","3638.589",""
"06/26/2021","09:05:38.658","2259.761",""
"06/26/2021","09:05:57.004","3638.589",""
"06/26/2021","09:06:23.830","80742.017",""
"06/26/2021","09:09:57.490","3638.589",""
"06/26/2021","09:10:11.504","80742.017",""
"06/26/2021","09:13:46.612","3638.589",""
"06/26/2021","09:14:00.418","80742.017",""
"06/26/2021","09:17:26.349","3638.589",""
"06/26/2021","09:17:40.830","80742.017",""
"06/26/2021","09:20:55.742","2259.761",""
"06/26/2021","09:21:46.315","3638.589",""
"06/26/2021","09:22:25.628","2259.761",""
"06/26/2021","09:22:40.307","3638.589",""
"06/26/2021","09:22:53.405","80742.017",""
"06/26/2021","09:26:17.631","3638.589",""
"06/26/2021","09:26:31.611","80742.017",""
"06/26/2021","09:29:45.761","3638.589",""
"06/26/2021","09:29:59.525","80742.017",""
"06/26/2021","09:33:32.928","3638.589",""
"06/26/2021","09:33:47.209","80742.017",""
"06/26/2021","09:36:54.172","2259.761",""
"06/26/2021","09:37:42.333","3638.589",""
"06/26/2021","09:38:15.328","2259.761",""
"06/26/2021","09:38:29.530","3638.589",""
"06/26/2021","09:38:42.485","80742.017",""
"06/26/2021","09:42:18.010","3638.589",""
"06/26/2021","09:42:31.971","80742.017",""
"06/26/2021","09:45:56.439","3638.589",""
"06/26/2021","09:46:10.307","80742.017",""
"06/26/2021","09:49:43.990","3638.589",""
"06/26/2021","09:49:58.189","80742.017",""
"06/26/2021","09:53:06.783","2259.761",""
"06/26/2021","09:53:52.235","3638.589",""
"06/26/2021","09:54:31.500","2259.761",""
"06/26/2021","09:54:46.279","3638.589",""
"06/26/2021","09:54:59.345","80742.017",""
"06/26/2021","09:58:35.737","3638.589",""
"06/26/2021","09:58:49.777","80742.017",""
"06/26/2021","10:02:03.935","3638.589",""
"06/26/2021","10:02:25.759","80742.017",""
"06/26/2021","10:03:50.146","3638.589",""
"06/26/2021","10:04:02.914","80742.017",""
"06/26/2021","10:07:36.090","2259.761",""
"06/26/2021","10:07:52.046","3638.589",""
"06/26/2021","10:08:09.055","80742.017",""
"06/26/2021","10:11:32.871","2259.761",""
"06/26/2021","10:12:26.154","3638.589",""
"06/26/2021","10:13:01.883","2259.761",""
"06/26/2021","10:13:16.673","3638.589",""
"06/26/2021","10:13:29.557","80742.017",""
"06/26/2021","10:16:43.618","3638.589",""
"06/26/2021","10:16:57.720","80742.017",""
"06/26/2021","10:20:22.310","3638.589",""
"06/26/2021","10:20:36.136","80742.017",""
"06/26/2021","10:24:09.728","3638.589",""
"06/26/2021","10:26:35.114","80742.017",""
"06/26/2021","10:29:50.277","2259.761",""
"06/26/2021","10:30:43.004","3638.589",""
"06/26/2021","10:31:16.137","2259.761",""
"06/26/2021","10:31:27.503","3638.589",""
"06/26/2021","10:31:44.027","80742.017",""
"06/26/2021","10:35:16.923","3638.589",""
"06/26/2021","10:35:30.884","80742.017",""
"06/26/2021","10:38:24.498","3638.589",""
"06/26/2021","10:38:50.714","80742.017",""
"06/26/2021","10:42:13.812","3638.589",""
"06/26/2021","10:42:28.084","80742.017",""
"06/26/2021","10:44:52.662","2259.761",""
"06/26/2021","10:45:41.338","3638.589",""
"06/26/2021","10:46:17.070","2259.761",""
"06/26/2021","10:46:35.557","3638.589",""
"06/26/2021","10:46:48.523","80742.017",""
"06/26/2021","10:50:12.089","3638.589",""
"06/26/2021","10:50:26.081","80742.017",""
"06/26/2021","10:53:29.647","3638.589",""
"06/26/2021","10:53:43.416","80742.017",""
"06/26/2021","10:57:18.488","3638.589",""
"06/26/2021","10:57:32.542","80742.017",""
"06/26/2021","11:00:28.126","2259.761",""
"06/26/2021","11:01:19.993","3638.589",""
"06/26/2021","11:01:52.169","2259.761",""
"06/26/2021","11:02:06.268","3638.589",""
"06/26/2021","11:02:22.811","80742.017",""
"06/26/2021","11:04:42.315","3638.589",""
"06/26/2021","11:04:53.100","80742.017",""
"06/26/2021","11:07:40.948","2259.761",""
"06/26/2021","11:07:56.711","3638.589",""
"06/26/2021","11:08:10.214","80742.017",""
"06/26/2021","11:11:12.304","3638.589",""
"06/26/2021","11:11:26.141","80742.017",""
"06/26/2021","11:15:01.838","3638.589",""
"06/26/2021","11:15:16.001","80742.017",""
"06/26/2021","11:18:12.779","2259.761",""
"06/26/2021","11:18:57.871","3638.589",""
"06/26/2021","11:19:33.652","2259.761",""
"06/26/2021","11:19:52.090","3638.589",""
"06/26/2021","11:20:05.134","80742.017",""
"06/26/2021","11:23:27.949","3638.589",""
"06/26/2021","11:23:42.120","80742.017",""
"06/26/2021","11:27:15.194","3638.589",""
"06/26/2021","11:27:29.000","80742.017",""
"06/26/2021","11:29:53.631","3638.589",""
"06/26/2021","11:30:07.905","80742.017",""
"06/26/2021","11:33:34.545","2259.761",""
"06/26/2021","11:34:23.671","3638.589",""
"06/26/2021","11:34:56.768","2259.761",""
"06/26/2021","11:35:11.557","3638.589",""
"06/26/2021","11:35:24.288","80742.017",""
"06/26/2021","11:38:08.721","3638.589",""
"06/26/2021","11:38:22.652","80742.017",""
"06/26/2021","11:40:57.178","3638.589",""
"06/26/2021","11:41:10.946","80742.017",""
"06/26/2021","11:44:43.570","3638.589",""
"06/26/2021","11:44:57.820","80742.017",""
"06/26/2021","11:48:12.113","2259.761",""
"06/26/2021","11:49:04.651","3638.589",""
"06/26/2021","11:49:40.364","2259.761",""
"06/26/2021","11:49:50.992","3638.589",""
"06/26/2021","11:50:07.607","80742.017",""
"06/26/2021","11:53:20.546","3638.589",""
"06/26/2021","11:53:34.966","80742.017",""
"06/26/2021","11:56:08.548","3638.589",""
"06/26/2021","11:56:35.448","80742.017",""
"06/26/2021","12:00:07.691","3638.589",""
"06/26/2021","12:00:22.029","80742.017",""
"06/26/2021","12:03:55.936","2259.761",""
"06/26/2021","12:04:43.948","3638.589",""
"06/26/2021","12:05:17.097","2259.761",""
"06/26/2021","12:05:28.475","3638.589",""
"06/26/2021","12:05:53.214","80742.017",""
"06/26/2021","12:07:20.800","3638.589",""
"06/26/2021","12:07:33.556","80742.017",""
"06/26/2021","12:11:10.459","2259.761",""
"06/26/2021","12:11:26.266","3638.589",""
"06/26/2021","12:11:39.857","80742.017",""
"06/26/2021","12:14:23.932","3638.589",""
"06/26/2021","12:14:37.771","80742.017",""
"06/26/2021","12:17:02.137","3638.589",""
"06/26/2021","12:17:16.242","80742.017",""
"06/26/2021","12:20:21.283","2259.761",""
"06/26/2021","12:21:14.055","3638.589",""
"06/26/2021","12:21:47.183","2259.761",""
"06/26/2021","12:21:58.330","3638.589",""
"06/26/2021","12:22:14.741","80742.017",""
"06/26/2021","12:25:47.266","3638.589",""
"06/26/2021","12:26:01.203","80742.017",""
"06/26/2021","12:29:05.875","3638.589",""
"06/26/2021","12:29:19.772","80742.017",""
"06/26/2021","12:32:52.297","3638.589",""
"06/26/2021","12:33:06.403","80742.017",""
"06/26/2021","12:36:21.622","2259.761",""
"06/26/2021","12:37:10.098","3638.589",""
"06/26/2021","12:37:47.234","2259.761",""
"06/26/2021","12:37:58.474","3638.589",""
"06/26/2021","12:38:14.967","80742.017",""
"06/26/2021","12:41:47.106","3638.589",""
"06/26/2021","12:42:01.128","80742.017",""
"06/26/2021","12:45:25.100","3638.589",""
"06/26/2021","12:45:38.879","80742.017",""
"06/26/2021","12:49:13.836","3638.589",""
"06/26/2021","12:49:27.951","80742.017",""
"06/26/2021","12:52:22.161","2259.761",""
"06/26/2021","12:53:14.264","3638.589",""
"06/26/2021","12:53:44.083","2259.761",""
"06/26/2021","12:53:58.246","3638.589",""
"06/26/2021","12:54:27.444","80742.017",""
"06/26/2021","12:56:36.758","3638.589",""
"06/26/2021","12:56:50.871","80742.017",""
"06/26/2021","12:59:54.150","3638.589",""
"06/26/2021","13:00:08.165","80742.017",""
"06/26/2021","13:02:51.760","3638.589",""
"06/26/2021","13:03:05.808","80742.017",""
"06/26/2021","13:06:39.649","2259.761",""
"06/26/2021","13:07:31.577","3638.589",""
"06/26/2021","13:08:07.787","2259.761",""
"06/26/2021","13:08:22.713","3638.589",""
"06/26/2021","13:08:43.688","80742.017",""
"06/26/2021","13:10:12.671","3638.589",""
"06/26/2021","13:10:25.312","80742.017",""
"06/26/2021","13:13:30.581","2259.761",""
"06/26/2021","13:13:46.312","3638.589",""
"06/26/2021","13:14:03.406","80742.017",""
"06/26/2021","13:16:48.671","3638.589",""
"06/26/2021","13:24:15.184","80742.017",""
"06/26/2021","13:26:31.511","3638.589",""
"06/26/2021","13:26:45.583","80742.017",""
"06/26/2021","13:30:04.171","2259.761",""
"06/26/2021","13:30:50.233","3638.589",""
"06/26/2021","13:31:29.865","2259.761",""
"06/26/2021","13:31:41.026","3638.589",""
"06/26/2021","13:31:57.562","80742.017",""
"06/26/2021","13:34:12.870","3638.589",""
"06/26/2021","13:34:26.903","80742.017",""
"06/26/2021","13:37:40.995","3638.589",""
"06/26/2021","13:37:54.735","80742.017",""
"06/26/2021","13:41:19.905","3638.589",""
"06/26/2021","13:41:34.195","80742.017",""
"06/26/2021","13:44:37.503","2259.761",""
"06/26/2021","13:45:27.794","3638.589",""
"06/26/2021","13:46:07.428","2259.761",""
"06/26/2021","13:46:22.340","3638.589",""
"06/26/2021","13:46:35.270","80742.017",""
"06/26/2021","13:49:30.676","3638.589",""
"06/26/2021","13:49:44.718","80742.017",""
"06/26/2021","13:52:38.425","3638.589",""
"06/26/2021","13:52:52.307","80742.017",""
"06/26/2021","13:56:26.482","3638.589",""
"06/26/2021","13:56:40.699","80742.017",""
"06/26/2021","13:59:04.993","2259.761",""
"06/26/2021","13:59:57.099","3638.589",""
"06/26/2021","14:00:31.144","2259.761",""
"06/26/2021","14:00:45.932","3638.589",""
"06/26/2021","14:00:58.907","80742.017",""
"06/26/2021","14:03:33.532","3638.589",""
"06/26/2021","14:03:47.541","80742.017",""
"06/26/2021","14:06:51.534","3638.589",""
"06/26/2021","14:07:05.281","80742.017",""
"06/26/2021","14:10:17.760","3638.589",""
"06/26/2021","14:10:40.195","80742.017",""
"06/26/2021","14:12:11.163","3638.589",""
"06/26/2021","14:12:23.681","80742.017",""
"06/26/2021","14:15:11.237","2259.761",""
"06/26/2021","14:15:59.834","3638.589",""
"06/26/2021","14:16:29.175","2259.761",""
"06/26/2021","14:16:47.703","3638.589",""
"06/26/2021","14:17:00.516","80742.017",""
"06/26/2021","14:20:24.438","3638.589",""
"06/26/2021","14:20:38.669","80742.017",""
"06/26/2021","14:24:00.602","3638.589",""
"06/26/2021","14:24:14.411","80742.017",""
"06/26/2021","14:27:47.940","3638.589",""
"06/26/2021","14:28:02.009","80742.017",""
"06/26/2021","14:31:17.962","2259.761",""
"06/26/2021","14:32:11.639","3638.589",""
"06/26/2021","14:32:40.931","2259.761",""
"06/26/2021","14:32:55.818","3638.589",""
"06/26/2021","14:33:12.369","80742.017",""
"06/26/2021","14:35:47.362","3638.589",""
"06/26/2021","14:36:01.546","80742.017",""
"06/26/2021","14:38:37.221","3638.589",""
"06/26/2021","14:38:51.006","80742.017",""
"06/26/2021","14:40:36.385","3638.589",""
"06/26/2021","14:40:50.480","80742.017",""
"06/26/2021","14:42:44.552","2259.761",""
"06/26/2021","14:43:33.703","3638.589",""
"06/26/2021","14:44:10.431","2259.761",""
"06/26/2021","14:44:21.692","3638.589",""
"06/26/2021","14:44:38.223","80742.017",""
"06/26/2021","14:47:53.727","3638.589",""
"06/26/2021","14:48:22.074","80742.017",""
"06/26/2021","14:51:06.869","3638.589",""
"06/26/2021","14:51:20.572","80742.017",""
"06/26/2021","14:53:26.200","3638.589",""
"06/26/2021","14:53:40.450","80742.017",""
"06/26/2021","14:57:08.216","2259.761",""
"06/26/2021","14:57:53.924","3638.589",""
"06/26/2021","14:58:29.593","2259.761",""
"06/26/2021","14:58:48.037","3638.589",""
"06/26/2021","14:59:01.180","80742.017",""
"06/26/2021","15:02:35.274","3638.589",""
"06/26/2021","15:02:49.290","80742.017",""
"06/26/2021","15:04:34.624","3638.589",""
"06/26/2021","15:04:51.444","80742.017",""
"06/26/2021","15:07:53.179","3638.589",""
"06/26/2021","15:08:07.438","80742.017",""
"06/26/2021","15:10:02.235","2259.761",""
"06/26/2021","15:10:54.516","3638.589",""
"06/26/2021","15:11:30.153","2259.761",""
"06/26/2021","15:11:41.372","3638.589",""
"06/26/2021","15:12:06.006","80742.017",""
"06/26/2021","15:13:37.652","3638.589",""
"06/26/2021","15:13:50.249","80742.017",""
"06/26/2021","15:16:44.160","2259.761",""
"06/26/2021","15:16:59.896","3638.589",""
"06/26/2021","15:17:17.064","80742.017",""
"06/26/2021","15:19:21.894","3638.589",""
"06/26/2021","15:19:35.650","80742.017",""
"06/26/2021","15:21:31.705","3638.589",""
"06/26/2021","15:21:45.814","80742.017",""
"06/26/2021","15:24:04.335","2259.761",""
"06/26/2021","15:24:53.809","3638.589",""
"06/26/2021","15:25:29.595","2259.761",""
"06/26/2021","15:25:44.361","3638.589",""
"06/26/2021","15:25:57.282","80742.017",""
"06/26/2021","15:29:11.409","3638.589",""
"06/26/2021","15:29:25.489","80742.017",""
"06/26/2021","15:30:30.627","3638.589",""
"06/26/2021","15:30:44.433","80742.017",""
"06/26/2021","15:33:09.303","3638.589",""
"06/26/2021","15:33:23.538","80742.017",""
"06/26/2021","15:35:48.522","2259.761",""
"06/26/2021","15:36:36.683","3638.589",""
"06/26/2021","15:37:16.128","2259.761",""
"06/26/2021","15:37:31.166","3638.589",""
"06/26/2021","15:37:44.194","80742.017",""
"06/26/2021","15:41:08.510","3638.589",""
"06/26/2021","15:41:22.641","80742.017",""
"06/26/2021","15:43:57.224","3638.589",""
"06/26/2021","15:44:23.684","80742.017",""
"06/26/2021","15:46:29.000","3638.589",""
"06/26/2021","15:46:43.431","80742.017",""
"06/26/2021","15:50:21.155","2259.761",""
"06/26/2021","15:51:08.676","3638.589",""
"06/26/2021","15:51:44.981","2259.761",""
"06/26/2021","15:51:59.331","3638.589",""
"06/26/2021","15:52:12.218","80742.017",""
"06/26/2021","15:55:05.925","3638.589",""
"06/26/2021","15:55:20.067","80742.017",""
"06/26/2021","15:58:43.877","3638.589",""
"06/26/2021","15:58:57.564","80742.017",""
"06/26/2021","16:01:11.389","3638.589",""
"06/26/2021","16:01:25.582","80742.017",""
"06/26/2021","16:04:43.377","2259.761",""
"06/26/2021","16:05:32.751","3638.589",""
"06/26/2021","16:06:08.676","2259.761",""
"06/26/2021","16:06:23.680","3638.589",""
"06/26/2021","16:06:36.639","80742.017",""
"06/26/2021","16:09:51.272","3638.589",""
"06/26/2021","16:10:05.352","80742.017",""
"06/26/2021","16:13:00.969","3638.589",""
"06/26/2021","16:13:23.107","80742.017",""
"06/26/2021","16:14:58.396","3638.589",""
"06/26/2021","16:15:11.027","80742.017",""
"06/26/2021","16:17:36.490","2259.761",""
"06/26/2021","16:17:56.025","3638.589",""
"06/26/2021","16:18:09.733","80742.017",""
"06/26/2021","16:21:39.107","2259.761",""
"06/26/2021","16:22:24.247","3638.589",""
"06/26/2021","16:23:04.110","2259.761",""
"06/26/2021","16:23:15.270","3638.589",""
"06/26/2021","16:23:31.644","80742.017",""
"06/26/2021","16:26:01.105","","Open (2)"
"06/26/2021","16:26:56.056","3638.589",""
"06/26/2021","16:29:21.561","80742.017",""
"06/26/2021","16:31:56.475","3638.589",""
