"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]"
"07/06/2021","15:03:50.988","230.78"
"07/06/2021","15:03:57.664","225.51"
"07/06/2021","15:04:04.368","220.42"
"07/06/2021","15:04:11.064","215.17"
"07/06/2021","15:04:17.764","209.42"
"07/06/2021","15:04:24.462","204.04"
"07/06/2021","15:04:31.164","198.31"
"07/06/2021","15:04:37.862","193.02"
"07/06/2021","15:04:44.563","187.85"
"07/06/2021","15:04:51.262","182.39"
"07/06/2021","15:04:57.969","177.44"
"07/06/2021","15:05:04.661","172.29"
"07/06/2021","15:05:11.360","167.65"
"07/06/2021","15:05:18.062","163.18"
"07/06/2021","15:05:24.760","158.57"
"07/06/2021","15:05:31.459","154.42"
"07/06/2021","15:05:38.170","150.15"
"07/06/2021","15:05:44.859","146.37"
"07/06/2021","15:05:51.557","142.74"
"07/06/2021","15:05:58.258","139.01"
"07/06/2021","15:06:04.957","135.7"
"07/06/2021","15:06:11.656","132.28"
"07/06/2021","15:06:18.380","129.29"
"07/06/2021","15:06:25.055","126.43"
"07/06/2021","15:06:31.758","123.49"
"07/06/2021","15:06:38.457","120.92"
"07/06/2021","15:06:45.156","118.31"
"07/06/2021","15:06:51.860","116"
"07/06/2021","15:06:58.556","113.83"
"07/06/2021","15:07:05.256","111.63"
"07/06/2021","15:07:11.955","109.72"
"07/06/2021","15:07:18.654","107.78"
"07/06/2021","15:07:25.361","106.09"
"07/06/2021","15:07:32.056","104.5"
"07/06/2021","15:07:38.755","102.92"
"07/06/2021","15:07:45.453","101.55"
"07/06/2021","15:07:52.153","100.18"
"07/06/2021","15:07:58.856","98.97"
"07/06/2021","15:08:05.553","97.86"
"07/06/2021","15:08:12.250","96.75"
"07/06/2021","15:08:18.951","95.8"
"07/06/2021","15:08:25.650","94.85"
"07/06/2021","15:08:32.350","94.04"
"07/06/2021","15:08:39.070","93.29"
"07/06/2021","15:08:45.751","92.54"
"07/06/2021","15:08:52.449","91.89"
"07/06/2021","15:08:59.147","91.26"
"07/06/2021","15:09:05.846","90.71"
"07/06/2021","15:09:12.547","90.21"
"07/06/2021","15:09:19.266","89.72"
"07/06/2021","15:09:25.945","89.29"
"07/06/2021","15:09:32.646","88.88"
"07/06/2021","15:09:39.345","88.52"
"07/06/2021","15:09:46.046","88.19"
"07/06/2021","15:09:52.746","87.87"
"07/06/2021","15:09:59.445","87.59"
"07/06/2021","15:10:06.144","87.32"
"07/06/2021","15:10:12.846","87.08"
"07/06/2021","15:10:19.547","86.86"
"07/06/2021","15:10:26.241","86.64"
"07/06/2021","15:10:32.961","86.46"
"07/06/2021","15:10:39.641","86.27"
"07/06/2021","15:10:46.339","86.11"
"07/06/2021","15:10:53.043","85.96"
"07/06/2021","15:10:59.739","85.82"
"07/06/2021","15:11:06.450","85.69"
"07/06/2021","15:11:13.138","85.56"
"07/06/2021","15:11:19.837","85.45"
"07/06/2021","15:11:26.537","85.35"
"07/06/2021","15:11:39.936","85.16"
"07/06/2021","15:11:53.336","84.99"
"07/06/2021","15:12:06.737","84.84"
"07/06/2021","15:12:20.138","84.71"
"07/06/2021","15:12:33.534","84.59"
"07/06/2021","15:12:46.939","84.48"
"07/06/2021","15:13:07.035","84.34"
"07/06/2021","15:13:27.137","84.21"
"07/06/2021","15:13:47.232","84.1"
"07/06/2021","15:14:14.039","83.96"
"07/06/2021","15:14:40.835","83.84"
"07/06/2021","15:15:07.627","83.73"
"07/06/2021","15:15:34.451","83.63"
"07/06/2021","15:16:07.932","83.51"
"07/06/2021","15:16:41.431","83.4"
"07/06/2021","15:17:14.930","83.3"
"07/06/2021","15:17:55.118","83.18"
"07/06/2021","15:18:35.314","83.07"
"07/06/2021","15:19:22.211","82.95"
"07/06/2021","15:20:09.113","82.84"
"07/06/2021","15:20:56.008","82.74"
"07/06/2021","15:21:49.606","82.62"
"07/06/2021","15:22:43.203","82.52"
"07/06/2021","15:23:43.513","82.41"
"07/06/2021","15:24:50.495","82.3"
"07/06/2021","15:25:57.496","82.19"
"07/06/2021","15:27:11.188","82.08"
"07/06/2021","15:28:34.982","81.97"
"07/06/2021","15:30:12.077","81.86"
"07/06/2021","15:31:59.270","81.75"
"07/06/2021","15:33:53.165","81.64"
"07/06/2021","15:36:10.533","81.53"
"07/06/2021","15:38:27.854","81.42"
"07/06/2021","15:41:18.715","81.32"
"07/06/2021","15:45:06.489","81.21"
"07/06/2021","15:49:54.609","81.1"
"07/06/2021","15:56:23.150","80.99"
"07/06/2021","16:06:09.348","80.88"
"07/06/2021","16:20:26.904","80.77"
"07/06/2021","16:55:43.958","80.66"
"07/06/2021","22:38:01.431","80.77"
"07/06/2021","22:38:41.636","80.87"
"07/06/2021","22:45:23.609","80.98"
"07/06/2021","23:02:31.974","81.09"
"07/07/2021","07:46:12.902","80.99"
"07/07/2021","08:01:44.107","81.09"
"07/07/2021","16:28:23.413","80.99"
"07/08/2021","04:28:23.414","81.07"
"07/08/2021","10:31:25.756","80.96"
"07/08/2021","10:52:42.034","81.06"
"07/08/2021","19:16:06.964","80.96"
"07/08/2021","20:09:36.049","81.06"
"07/09/2021","04:14:55.664","80.96"
"07/09/2021","16:14:55.665","80.89"
"07/09/2021","21:48:35.881","80.78"
"07/10/2021","09:48:35.882","80.84"
"07/10/2021","16:29:15.882","80.74"
"07/10/2021","16:46:00.812","80.84"
"07/11/2021","04:46:00.813","80.9"
"07/11/2021","10:21:21.544","80.8"
"07/11/2021","10:31:34.545","80.9"
"07/11/2021","12:39:59.020","81.06"
"07/11/2021","12:40:12.425","81.24"
"07/11/2021","12:40:19.120","81.38"
"07/11/2021","12:40:25.819","81.52"
"07/11/2021","12:40:32.519","81.7"
"07/11/2021","12:40:39.219","81.89"
"07/11/2021","12:40:45.922","82.09"
"07/11/2021","12:40:52.608","82.31"
"07/11/2021","12:40:59.306","82.52"
"07/11/2021","12:41:06.015","82.76"
"07/11/2021","12:41:12.714","82.97"
"07/11/2021","12:41:19.405","83.19"
"07/11/2021","12:41:26.106","83.42"
"07/11/2021","12:41:32.804","83.64"
"07/11/2021","12:41:39.504","83.86"
"07/11/2021","12:41:46.203","84.07"
"07/11/2021","12:41:52.913","84.27"
"07/11/2021","12:41:59.611","84.48"
"07/11/2021","12:42:06.302","84.66"
"07/11/2021","12:42:13.002","84.86"
"07/11/2021","12:42:19.701","85.02"
"07/11/2021","12:42:26.411","85.19"
"07/11/2021","12:42:33.100","85.35"
"07/11/2021","12:42:39.806","85.49"
"07/11/2021","12:42:46.505","85.64"
"07/11/2021","12:42:53.198","85.76"
"07/11/2021","12:42:59.898","85.87"
"07/11/2021","12:43:06.615","85.99"
"07/11/2021","12:43:20.003","86.18"
"07/11/2021","12:43:33.395","86.33"
"07/11/2021","12:43:46.812","86.46"
"07/11/2021","12:44:00.192","86.57"
"07/11/2021","12:44:20.292","86.7"
"07/11/2021","12:44:47.089","86.83"
"07/11/2021","12:45:20.586","86.94"
"07/11/2021","12:46:14.187","87.04"
"07/11/2021","12:47:44.625","87.15"
"07/11/2021","12:50:12.013","87.26"
"07/11/2021","12:52:49.453","87.37"
"07/11/2021","12:55:46.989","87.48"
"07/11/2021","12:58:21.081","87.59"
"07/11/2021","13:00:51.818","87.7"
"07/11/2021","13:03:05.810","87.81"
"07/11/2021","13:05:53.299","87.92"
"07/11/2021","13:08:20.687","88.03"
"07/11/2021","13:10:27.977","88.14"
"07/11/2021","13:12:31.914","88.25"
"07/11/2021","13:14:59.316","88.36"
"07/11/2021","13:18:03.544","88.47"
"07/11/2021","13:32:07.681","88.36"
"07/11/2021","13:32:41.185","88.25"
"07/11/2021","13:33:07.976","88.13"
"07/11/2021","13:33:28.086","88.02"
"07/11/2021","13:33:48.174","87.9"
"07/11/2021","13:34:21.671","88.02"
"07/11/2021","13:34:28.371","88.16"
"07/11/2021","13:34:35.081","88.31"
"07/11/2021","13:34:41.782","88.52"
"07/11/2021","13:34:48.470","88.75"
"07/11/2021","13:34:55.168","89"
"07/11/2021","13:35:01.869","89.31"
"07/11/2021","13:35:08.568","89.61"
"07/11/2021","13:35:15.267","89.96"
"07/11/2021","13:35:21.967","90.3"
"07/11/2021","13:35:28.666","90.66"
"07/11/2021","13:35:35.366","91.07"
"07/11/2021","13:35:42.065","91.45"
"07/11/2021","13:35:48.764","91.87"
"07/11/2021","13:35:55.464","92.28"
"07/11/2021","13:36:02.164","92.69"
"07/11/2021","13:36:08.863","93.14"
"07/11/2021","13:36:15.563","93.56"
"07/11/2021","13:36:22.265","94.02"
"07/11/2021","13:36:28.964","94.44"
"07/11/2021","13:36:35.662","94.87"
"07/11/2021","13:36:42.361","95.33"
"07/11/2021","13:36:49.061","95.77"
"07/11/2021","13:36:55.763","96.23"
"07/11/2021","13:37:02.461","96.67"
"07/11/2021","13:37:09.159","97.11"
"07/11/2021","13:37:15.858","97.58"
"07/11/2021","13:37:22.566","98.02"
"07/11/2021","13:37:29.264","98.49"
"07/11/2021","13:37:35.957","98.93"
"07/11/2021","13:37:42.657","99.37"
"07/11/2021","13:37:49.357","99.85"
"07/11/2021","13:37:56.059","100.29"
"07/11/2021","13:38:02.755","100.76"
"07/11/2021","13:38:09.454","101.19"
"07/11/2021","13:38:16.155","101.62"
"07/11/2021","13:38:22.854","102.08"
"07/11/2021","13:38:29.554","102.51"
"07/11/2021","13:38:36.253","102.97"
"07/11/2021","13:38:42.953","103.39"
"07/11/2021","13:38:49.652","103.82"
"07/11/2021","13:38:56.352","104.28"
"07/11/2021","13:39:03.051","104.7"
"07/11/2021","13:39:09.751","105.16"
"07/11/2021","13:39:16.450","105.58"
"07/11/2021","13:39:23.150","106"
"07/11/2021","13:39:29.849","106.45"
"07/11/2021","13:39:36.548","106.87"
"07/11/2021","13:39:43.248","107.32"
"07/11/2021","13:39:49.947","107.74"
"07/11/2021","13:39:56.648","108.16"
"07/11/2021","13:40:03.347","108.61"
"07/11/2021","13:40:10.046","109.02"
"07/11/2021","13:40:16.746","109.46"
"07/11/2021","13:40:23.445","109.86"
"07/11/2021","13:40:30.154","110.26"
"07/11/2021","13:40:36.855","110.7"
"07/11/2021","13:40:43.543","111.1"
"07/11/2021","13:40:50.243","111.53"
"07/11/2021","13:40:56.942","111.93"
"07/11/2021","13:41:03.641","112.33"
"07/11/2021","13:41:10.341","112.76"
"07/11/2021","13:41:17.041","113.15"
"07/11/2021","13:41:23.741","113.58"
"07/11/2021","13:41:30.441","113.97"
"07/11/2021","13:41:37.139","114.37"
"07/11/2021","13:41:43.840","114.79"
"07/11/2021","13:41:50.541","115.18"
"07/11/2021","13:41:57.248","115.61"
"07/11/2021","13:42:03.948","116"
"07/11/2021","13:42:10.647","116.39"
"07/11/2021","13:42:17.348","116.8"
"07/11/2021","13:42:24.047","117.19"
"07/11/2021","13:42:30.761","117.61"
"07/11/2021","13:42:37.436","117.99"
"07/11/2021","13:42:44.134","118.37"
"07/11/2021","13:42:50.840","118.78"
"07/11/2021","13:42:57.534","119.15"
"07/11/2021","13:43:04.233","119.56"
"07/11/2021","13:43:10.933","119.93"
"07/11/2021","13:43:17.635","120.31"
"07/11/2021","13:43:24.331","120.71"
"07/11/2021","13:43:31.031","121.08"
"07/11/2021","13:43:37.731","121.48"
"07/11/2021","13:43:44.430","121.85"
"07/11/2021","13:43:51.133","122.22"
"07/11/2021","13:43:57.829","122.62"
"07/11/2021","13:44:04.532","122.99"
"07/11/2021","13:44:11.228","123.38"
"07/11/2021","13:44:17.927","123.75"
"07/11/2021","13:44:24.630","124.12"
"07/11/2021","13:44:31.327","124.51"
"07/11/2021","13:44:38.026","124.88"
"07/11/2021","13:44:44.725","125.27"
"07/11/2021","13:44:51.425","125.63"
"07/11/2021","13:44:58.125","126"
"07/11/2021","13:45:04.824","126.38"
"07/11/2021","13:45:11.524","126.75"
"07/11/2021","13:45:18.223","127.14"
"07/11/2021","13:45:24.928","127.5"
"07/11/2021","13:45:31.629","127.85"
"07/11/2021","13:45:38.328","128.23"
"07/11/2021","13:45:45.020","128.58"
"07/11/2021","13:45:51.720","128.96"
"07/11/2021","13:45:58.420","129.31"
"07/11/2021","13:46:05.120","129.66"
"07/11/2021","13:46:11.819","130.03"
"07/11/2021","13:46:18.519","130.38"
"07/11/2021","13:46:25.226","130.76"
"07/11/2021","13:46:31.924","131.1"
"07/11/2021","13:46:38.625","131.45"
"07/11/2021","13:46:45.320","131.83"
"07/11/2021","13:46:52.026","132.17"
"07/11/2021","13:46:58.726","132.55"
"07/11/2021","13:47:05.415","132.89"
"07/11/2021","13:47:12.125","133.23"
"07/11/2021","13:47:18.814","133.61"
"07/11/2021","13:47:25.514","133.95"
"07/11/2021","13:47:32.214","134.32"
"07/11/2021","13:47:38.912","134.66"
"07/11/2021","13:47:45.615","135"
"07/11/2021","13:47:52.312","135.37"
"07/11/2021","13:47:59.011","135.71"
"07/11/2021","13:48:05.713","136.08"
"07/11/2021","13:48:12.410","136.42"
"07/11/2021","13:48:19.109","136.76"
"07/11/2021","13:48:25.816","137.12"
"07/11/2021","13:48:32.508","137.46"
"07/11/2021","13:48:39.214","137.81"
"07/11/2021","13:48:45.915","138.15"
"07/11/2021","13:48:52.608","138.48"
"07/11/2021","13:48:59.306","138.84"
"07/11/2021","13:49:06.006","139.16"
"07/11/2021","13:49:12.705","139.52"
"07/11/2021","13:49:19.407","139.85"
"07/11/2021","13:49:26.104","140.18"
"07/11/2021","13:49:32.803","140.53"
"07/11/2021","13:49:39.503","140.86"
"07/11/2021","13:49:46.202","141.21"
"07/11/2021","13:49:52.903","141.54"
"07/11/2021","13:49:59.602","141.87"
"07/11/2021","13:50:06.300","142.22"
"07/11/2021","13:50:13.001","142.54"
"07/11/2021","13:50:19.700","142.89"
"07/11/2021","13:50:26.400","143.22"
"07/11/2021","13:50:33.102","143.55"
"07/11/2021","13:50:39.808","143.89"
"07/11/2021","13:50:46.508","144.22"
"07/11/2021","13:50:53.207","144.57"
"07/11/2021","13:50:59.900","144.89"
"07/11/2021","13:51:06.596","145.21"
"07/11/2021","13:51:13.296","145.56"
"07/11/2021","13:51:19.995","145.88"
"07/11/2021","13:51:26.696","146.23"
"07/11/2021","13:51:33.394","146.55"
"07/11/2021","13:51:40.095","146.87"
"07/11/2021","13:51:46.794","147.21"
"07/11/2021","13:51:53.495","147.53"
"07/11/2021","13:52:00.193","147.88"
"07/11/2021","13:52:06.892","148.2"
"07/11/2021","13:52:13.592","148.51"
"07/11/2021","13:52:20.291","148.85"
"07/11/2021","13:52:27.000","149.16"
"07/11/2021","13:52:33.697","149.5"
"07/11/2021","13:52:40.389","149.81"
"07/11/2021","13:52:47.091","150.12"
"07/11/2021","13:52:53.789","150.46"
"07/11/2021","13:53:00.488","150.77"
"07/11/2021","13:53:07.188","151.1"
"07/11/2021","13:53:13.887","151.41"
"07/11/2021","13:53:20.587","151.72"
"07/11/2021","13:53:27.286","152.06"
"07/11/2021","13:53:33.985","152.37"
"07/11/2021","13:53:40.685","152.7"
"07/11/2021","13:53:47.384","153.01"
"07/11/2021","13:53:54.083","153.32"
"07/11/2021","13:54:00.790","153.65"
"07/11/2021","13:54:07.490","153.96"
"07/11/2021","13:54:14.189","154.29"
"07/11/2021","13:54:20.881","154.6"
"07/11/2021","13:54:27.581","154.9"
"07/11/2021","13:54:34.282","155.23"
"07/11/2021","13:54:40.980","155.54"
"07/11/2021","13:54:47.679","155.87"
"07/11/2021","13:54:54.380","156.18"
"07/11/2021","13:55:01.086","156.48"
"07/11/2021","13:55:07.786","156.81"
"07/11/2021","13:55:14.479","157.12"
"07/11/2021","13:55:21.178","157.44"
"07/11/2021","13:55:27.881","157.75"
"07/11/2021","13:55:34.577","158.05"
"07/11/2021","13:55:41.278","158.38"
"07/11/2021","13:55:47.977","158.69"
"07/11/2021","13:55:54.676","159.01"
"07/11/2021","13:56:01.376","159.32"
"07/11/2021","13:56:08.075","159.62"
"07/11/2021","13:56:14.774","159.94"
"07/11/2021","13:56:21.474","160.24"
"07/11/2021","13:56:28.173","160.56"
"07/11/2021","13:56:34.874","160.86"
"07/11/2021","13:56:41.574","161.15"
"07/11/2021","13:56:48.281","161.47"
"07/11/2021","13:56:54.982","161.76"
"07/11/2021","13:57:01.674","162.08"
"07/11/2021","13:57:08.378","162.38"
"07/11/2021","13:57:15.077","162.67"
"07/11/2021","13:57:21.769","162.99"
"07/11/2021","13:57:28.480","163.29"
"07/11/2021","13:57:35.179","163.61"
"07/11/2021","13:57:41.878","163.9"
"07/11/2021","13:57:48.578","164.19"
"07/11/2021","13:57:55.281","164.51"
"07/11/2021","13:58:01.977","164.8"
"07/11/2021","13:58:08.677","165.12"
"07/11/2021","13:58:15.376","165.41"
"07/11/2021","13:58:22.077","165.7"
"07/11/2021","13:58:28.776","166.02"
"07/11/2021","13:58:35.476","166.31"
"07/11/2021","13:58:42.175","166.63"
"07/11/2021","13:58:48.874","166.92"
"07/11/2021","13:58:55.574","167.21"
"07/11/2021","13:59:02.273","167.52"
"07/11/2021","13:59:08.973","167.81"
"07/11/2021","13:59:15.673","168.13"
"07/11/2021","13:59:22.371","168.42"
"07/11/2021","13:59:29.072","168.71"
"07/11/2021","13:59:35.771","169.02"
"07/11/2021","13:59:42.470","169.31"
"07/11/2021","13:59:49.170","169.62"
"07/11/2021","13:59:55.878","169.92"
"07/11/2021","14:00:02.569","170.21"
"07/11/2021","14:00:09.268","170.52"
"07/11/2021","14:00:15.967","170.81"
"07/11/2021","14:00:22.667","171.12"
"07/11/2021","14:00:29.366","171.41"
"07/11/2021","14:00:36.071","171.7"
"07/11/2021","14:00:42.765","172"
"07/11/2021","14:00:49.465","172.29"
"07/11/2021","14:00:56.165","172.59"
"07/11/2021","14:01:02.864","172.88"
"07/11/2021","14:01:09.564","173.16"
"07/11/2021","14:01:16.262","173.47"
"07/11/2021","14:01:22.963","173.75"
"07/11/2021","14:01:29.662","174.06"
"07/11/2021","14:01:36.362","174.34"
"07/11/2021","14:01:43.062","174.62"
"07/11/2021","14:01:49.777","174.93"
"07/11/2021","14:01:56.461","175.21"
"07/11/2021","14:02:03.160","175.51"
"07/11/2021","14:02:09.860","175.8"
"07/11/2021","14:02:16.559","176.08"
"07/11/2021","14:02:23.261","176.38"
"07/11/2021","14:02:29.959","176.66"
"07/11/2021","14:02:36.659","176.97"
"07/11/2021","14:02:43.359","177.25"
"07/11/2021","14:02:50.059","177.53"
"07/11/2021","14:02:56.757","177.83"
"07/11/2021","14:03:03.457","178.11"
"07/11/2021","14:03:10.156","178.42"
"07/11/2021","14:03:16.856","178.7"
"07/11/2021","14:03:23.556","178.98"
"07/11/2021","14:03:30.255","179.28"
"07/11/2021","14:03:36.955","179.56"
"07/11/2021","14:03:43.654","179.86"
"07/11/2021","14:03:50.354","180.14"
"07/11/2021","14:03:57.053","180.42"
"07/11/2021","14:04:03.752","180.72"
"07/11/2021","14:04:10.452","181"
"07/11/2021","14:04:17.152","181.3"
"07/11/2021","14:04:23.850","181.58"
"07/11/2021","14:04:30.551","181.85"
"07/11/2021","14:04:37.250","182.15"
"07/11/2021","14:04:43.951","182.43"
"07/11/2021","14:04:50.660","182.73"
"07/11/2021","14:04:57.356","183.01"
"07/11/2021","14:05:04.049","183.29"
"07/11/2021","14:05:10.748","183.59"
"07/11/2021","14:05:17.448","183.86"
"07/11/2021","14:05:24.147","184.14"
"07/11/2021","14:05:30.846","184.44"
"07/11/2021","14:05:37.546","184.71"
"07/11/2021","14:05:44.246","185"
"07/11/2021","14:05:50.946","185.28"
"07/11/2021","14:05:57.646","185.55"
"07/11/2021","14:06:04.346","185.84"
"07/11/2021","14:06:11.045","186.11"
"07/11/2021","14:06:17.744","186.41"
"07/11/2021","14:06:24.443","186.68"
"07/11/2021","14:06:31.143","186.95"
"07/11/2021","14:06:37.847","187.24"
"07/11/2021","14:06:44.543","187.51"
"07/11/2021","14:06:51.242","187.8"
"07/11/2021","14:06:57.941","188.08"
"07/11/2021","14:07:04.641","188.35"
"07/11/2021","14:07:11.340","188.63"
"07/11/2021","14:07:18.040","188.91"
"07/11/2021","14:07:24.743","189.2"
"07/11/2021","14:07:31.439","189.47"
"07/11/2021","14:07:38.139","189.74"
"07/11/2021","14:07:44.838","190.02"
"07/11/2021","14:07:51.537","190.29"
"07/11/2021","14:07:58.237","190.58"
"07/11/2021","14:08:04.936","190.85"
"07/11/2021","14:08:11.635","191.12"
"07/11/2021","14:08:18.335","191.41"
"07/11/2021","14:08:25.034","191.68"
"07/11/2021","14:08:31.735","191.97"
"07/11/2021","14:08:38.433","192.24"
"07/11/2021","14:08:45.134","192.51"
"07/11/2021","14:08:51.835","192.8"
"07/11/2021","14:08:58.534","193.07"
"07/11/2021","14:09:05.234","193.36"
"07/11/2021","14:09:11.939","193.62"
"07/11/2021","14:09:18.632","193.89"
"07/11/2021","14:09:25.332","194.18"
"07/11/2021","14:09:32.032","194.45"
"07/11/2021","14:09:38.730","194.74"
"07/11/2021","14:09:45.430","195"
"07/11/2021","14:09:52.130","195.27"
"07/11/2021","14:09:58.830","195.56"
"07/11/2021","14:10:05.529","195.83"
"07/11/2021","14:10:12.228","196.11"
"07/11/2021","14:10:18.928","196.38"
"07/11/2021","14:10:25.627","196.64"
"07/11/2021","14:10:32.336","196.93"
"07/11/2021","14:10:39.026","197.2"
"07/11/2021","14:10:45.726","197.49"
"07/11/2021","14:10:52.430","197.75"
"07/11/2021","14:10:59.125","198.02"
"07/11/2021","14:11:05.824","198.3"
"07/11/2021","14:11:12.524","198.57"
"07/11/2021","14:11:19.224","198.85"
"07/11/2021","14:11:25.924","199.11"
"07/11/2021","14:11:32.622","199.37"
"07/11/2021","14:11:39.323","199.66"
"07/11/2021","14:11:46.021","199.92"
"07/11/2021","14:11:52.721","200.2"
"07/11/2021","14:11:59.421","200.46"
"07/11/2021","14:12:06.121","200.72"
"07/11/2021","14:12:12.820","201"
"07/11/2021","14:12:19.520","201.26"
"07/11/2021","14:12:26.220","201.55"
"07/11/2021","14:12:32.919","201.81"
"07/11/2021","14:12:39.619","202.06"
"07/11/2021","14:12:46.318","202.35"
"07/11/2021","14:12:53.018","202.61"
